Review,
 We were transferred to grand park paddington court and was not able to see the rooms I booked The court s room toilet and bath is small not suited for 2 persons as expected,0
 room was on the ground floor named club room indeed good in size but with strange dispositioning of wardrobe hairdryer ,0
 Despite 5 rooms being paid for IN FULL in advance with a company credit card the hotel were still worried about something what I don t know so they insisted the person named on the credit card to be present even though they had already been paid Ridiculous One of our travellers paid for breakfast then when she sat down for breakfast they told her she had not paid when she had We will NOT be using this hotel again ,0
 The room was overall filthy i doubt if the bed sheets were changed before my arrival and the toilet cleaned found human hair in both The corridor smelled burned cooking oil from the kitchen It was one of the most disgusting hotels I ve stayed at It certainly didn t worth the amount of money i paid for it ,0
 The breakfast buffet was ample but not high quality products I would suggest going elsewhere for a good English breakfast ,0
 We were there for 5 days it would be nice to have something different for breakfast not the exact same thing everyday There was only one elevator so sometimes it was a bit of a wait ,0
 I was moved on arrival despite only booking that day Apparently there were maintenance issues but it didn t stop the group in front of me checking in The hotel I moved to was further away from where I needed to be small room was not the cleanest a bit tired and not somewhere I d have chosen to stay Overpriced and dissatisfied ,0
 Everything was fantastic only thing that could have been better is that my bed was too short ,0
 We booked a deluxe double room for 3 nights spent two nights in a compact double room No deluxe double rooms were available for us We also didnt get fresh towels on day two Definitely not 4 stars ,0
 There were no real restaurant facilities only the breakfast room and then the bar ,0
 Really helpful staff but staff were not allowed to kept the bar open after our visit to The Shard so eight of us had to have a drink in one bedroom,0
 Basement room so no natural light Couldn g get room service on one of the nights Listed as 4 Star Hotel I wouldn t rate it that high compared to others I have stayed in ,0
 Room not available on time Staff helped someone behind us before helping us Hotel insisted on photocopying my identification which I refused breakfast disappointing,0
 The room was very difficult to access within the building which consists of townhouses that have been remodeled as a hotel We had to go up an elevator up some stairs down some others and it was confusing long and very difficult to handle with our heavy bags Thankfully the staff is attentive and responsive and there to help with luggage Another issue was that while the bed and room was clean the window was very dirty The window was also small due to the location of the room within the building ,0
 The people behind the desk really ought to be able to read the details of a booking properly to avoid guests being misdirected to a considerably smaller room This took too much time to correct ,0
 Bed was hard as a rock Worst nights sleep ever Bedroom was squashed was tiny no need for the word deluxe far from it No breakfast included and already paid 141 pound to stay Never staying again ,0
 Rooms are slightly small and there is just a little noise from the corridor because the floor is wood ,0
 There is no shower cabinet but the shower is only separated via curtain The complete bathroom was wet after taking 10 minutes shower At check in they offered to give us a local smart phone and we signed some papers It was supposed to be at room but we never received the phone even after calling the reception from the room twice When we asked at reception they apologized for it and told us there was a problem but I found it quite weird ,0
 poor staff that couldn t help me having to pay for the room before I checked out having a damp basement room that shouldn t have been rented out water stains on the ceiling,0
 The booking was done for Deluxe Double room and from 23rd I called them ahead to tell them I will be checking only on 24th Morning I land up to find the reservation was on hold even though they had charged me on the previous day itself Once it got unblocked they provided me a Compact Room where if you walk you will hit a wall When I enquired about the same the staff was unapologetic and started explaining how the Victorian buildings tend to become smaller on higher floors When I was not buying the story they provided me the actual Deluxe Double Room that is more comfy The staffs arrogance and lack of coordination is seriously needs to be looked at During all these commotion that manager didn t even bother to come out from his Palace ,0
 The most expensive and also the smallest room with minimal facilities that we stayed in for over a month in Europe but hey that s London Consistent with most other hotels in this area for the price ,0
 Didn t dislike anything,0
 The rooms could be refreshed there s a different design on the photos than in reality Also the airconditioner could be refreshed it was a bit smelly but fortunatelly we didn t needed so we could turn it off ,0
 Room is quite small ,0
 Pretty tight space Tiny bathroom ,0
 room beside outside air con which came on and off during the night which was noisy breakfast very expensive at 12 when you could go across the road for 3 50,0
 The bedroom furniture was a bit tired and the wash hand basin was cracked ,0
 Was a bit a a walk from Paddington not ideal when dragon a case,0
 We recived a groud floor room where the windows where located above the staff s smokeing area The hotel blocked the amount of money coresponding to one night payment from my creditcard an after 1 weak I still didn t reciveit back ,0
 Noisy neighbour,0
 a socket for plugging your phone next to the bed ,0
 Room was a bit tired the air unit or heater or whatever buzzed all night which was very annoying and storage closet space was limited London itself has become a tarpit foul air congestion and everything and I mean everything is so grossly overpriced The city probably tainted my view on the hotel somewhat but I will never visit London again other than perhaps in transit to somewhere more pleasant ,0
 The facilities were very basic Breakfast was expensive and extra The location is a little out the way and the food offer is very basic The room was very basic bed was comfortable Check out was a nightmare ,0
 got moved to park grand paddington court and was allocated to the basement should have a choice of not preferring basement before,0
 I was expecting a delivery at the reception and despite having a confirmation of the delivery the night staff refused to give it to me arguing that it has never been delivered It is only when I ve threatened them to call the police that my package suddenly reappeared without the slightest apology Outrageous I strongly advise you to chose another hotel if you have any concern for your belongings ,0
 The room for the price When I went through booking com I looked at the pictures under the room I was booking The room I got and the pics of the room was completely different ends of quality I m lucky I complained and they gave me an upgrade 150 pounds for this I wouldn t have paid 75 for it ,0
 my only issue was at check in where the reception staff sought to take an imprint of my credit card using an old swipe machine Although this was procedure I objected to any swipe of my card I am happy to leave holding deposit for additional costs but refused The staff to be fair didn t argue I have stayed at sister hotel without problem ,0
 Breakfast is not very good especially the scrambled eggs were tasteless Bedsheets very hard and itching Skin was very rough afterwards for days Please change your detergent,0
 Air conditioning awkward to control Would rather have been able to open a window especially while asleep ,0
 there was a terrible noise all throughout the night sounded like there were pipes rattling really loud every time I opened the bathroom door i could hear next door as thought they were in the room with us The hotel charged me a 91 retainer prior to arrival which i still havent been refunded ,0
 Room was changed at arrival Not sure how was the original one supposed to look like The one we got was a bit dated otherwise ok ,0
 They dont clean the room very well i give them 7 from 10,0
 Menu and lack of room service at certain times Some rooms are really noisy you can hear full conversations of the people next door There are other rooms where a huge fan goes off outside The building needs better Windows to keep the noise out ,0
 Breakfast could be better More yogurt choices larger croissants more fresh fruit Service was great there and in the bar Cappuccino was bitter Machine may need cleaning ,0
 Rooms are very small hardly any space to move Every day 2 small bottles of water be provided There should be atleast one more electric socket ,0
 The room is very very small The room was not cleaned daily So far from the stations tube and bus It s for sure not a 4 stars hotel as it s part of a residence building ,0
 Went for a club room Badly designed with bed base taking up way too much space making it hazardous in the night added furniture wasn t helpful and the only plug points were in the drop down desk tv could only be viewed from bed so two chairs were no use and neither was the formal desk bathroom was a wet room cubicle that soaked everything when in use as the shower curtain kept sliding away,0
 It was a very noisy hotel We were woken at 6 30 by the people upstairs walking backwards and forwards across the room and could hear toilets flushing etc We were in the basement No other complaints,0
 I booked a deluxe twin room As per the photos it looked good enough When we got into the room which was hardly 3m x 3m I thought I made a mistake because it had a king size bed with two single mattresses on it with 10 cm gap between them instead of two single beds we went to the reception to check they said this is the only available room and we can t give you your money back The room was so tiny we hardly had any space for our baggage Staff all look unhappy the breakfast experience is even worse Good staff but greedy greedy management and owners Really bad experience ,0
 They must have had experience with folk not paying due to the way they went on about payment by card being automatically taken for one night Indeed payment seemed to be the focus and take priority when checking in Not a real negative but after a hard day working in London after a long commute and turning up for a really nice relaxing experience left one feeling a little oh ok that s how it is then Room was small and in the basement and you could see people walking right by on the pavement above while standing by the window when talking on the phone which I had to do since the signal was poor However it could make for an amusing gentleman s past time for someone else of course when the summer really kicks in and skirts get shorter They seem to pack rooms into that building and neighbours are easily overheard Room was rather soulless and didn t have any character or charm at all There was a small long thin vase with 2 real Carnations in which was a nice touch but it fell over and spilt the water on the floor due to the naff round metal glass table it was on being very un level as soon as I tried to move it out of the way of the pop out desk I mopped the water with a towel btw The Air Con was making a racket so I turned it off but a fan was still whirring and randomly screaming all night regardless Despite consuming several pints at the Mitre down the road in a solely medicinal attempt at ensuring slumber of any reasonable length I only got 3hrs sleep But I don t sleep very well in hotels anyway and use earplugs I was alone but the wife snores at home so is a habit so wasn t sure if the fan thing was enough of an issue to try and switch rooms During checkout I wasn t asked about my stay so didn t bother to mention it Room 114 guys beware ,0
 Service in the bar was slow at lunchtime when we ordered a salad Another time we sat waiting for someone to come and take a snack order ,0
 My room was in the basement If I needed to stay more than 1 night that would make me feel uncomfortable I should have been told during booking that the room was in the basement ,0
 They assign you a different room then you reserved and lie in your face that it s the same one Insects on on bedclothes They give you one towel for two guests The air conditioning was going crazy loud every 15 minutes during the night The room is so small it s hard to walk ,0
 The shower was cold and unfortunately so was the room The little heater provided didn t work at all ,0
 15 min walk from Pasdington station My room was on 1 floor was a bit dark and very much noise from the outside The shower is just a hole in the floor so the floor of the bathroom is always wet,0
 We were made to move hotels because of hot water issues The mattress was yellow with stains If i had noticed this before the morning we certainly would not have stayed in that room I was informed the next day that they had thrown the mattress out it certainly couldn t have been cleaned The headboard was stained The staff were thoroughly unhelpful they couldn t even get me some new batteries for the remote control A second bed had been crowbarred into our room and made it impossible to open the fridge ,0
 Boiler broken in first hotel had to be moved to a sister hotel then they got my room wrong putting me in a single with a broken telly,0
 Street side a little noisy in evening but quiet after midnight Wardrobe door with mirror on inside needs a hook to hold it open when using the hairdryer ,0
 Booked via booking com and paid extra 10 to have the refundable option and to pay on check out However the hotel didn t inform me that before my stay they were going to take half the money out the week before my stay resulting in me nearly cancelling my card Also I had to pay on check on no issues to either but should have been informed ,0
 Rooms are small for a traveller of 6 2 Bathrooms wet rooms are awkward Windows need to be double glazed as constantly woken up during the night with deliveries etc outside Aircon heating doesn t really work that well,0
 small room small double bed not what we expected from a deluxe room Breakfast was not included in the price we paid on booking could have got a better price from the hotel including breakfast if booked direct ,0
 My security key to enter the door was disabled each time I returned which was frustrating as I had to walk back and forth to get the key activated ,0
 No wifi signal First time room was tiny Spoke to reception moved to bigger room Tap in the bathroom doesn t work properly,0
 Room should have a fridge for fresh milk and soft drink storage Soft drinks and better biscuits should be provided in the room,0
 There was no bar to speak of there was a fairly spartan room serving drinks but it wasn t conducive to having a nice drink Our room was a bit cold and the heating didn t appear to work plus it hadn t been cleaned properly the bathroom bin was full of someone else s stuff ,0
 The bed was too hard The bathroom was tiny and the shower was not powerful at all The only mirror in the room was on located on the inside of the cupboard which didn t open fully so the mirror was not accessible The fridge didn t work properly all my drinks were warm the next morning ,0
 N A,0
 The air condition was noisy when on or off so interfered with my sleep There was also a little bit of a leak coming from the shower head The fire alarm had gone off as well Could have done with 2 room keys As my daughter had gone off to do her own thing and so did I She got to the room before me so had to wait for me to let her in as I had the room key ,0
 There was a strange smell in the hotel and our room was next to a machine that make a lot of noise ,0
 The smoke alarm went off several times after 1am just because someone from another room had a shower and left the door open Too noisy ,0
 Plumbing quite noisy Room not large enough to have a chair to sit in Breakfast was additional and a little expensive ,0
 Staff not overly very helpful or assisting on checkin about the hotel or facilities ,0
 The room rate is too high compared to the services provided The room service could have been better I stained my sheets with coffee and makeup on my first night and when my room was cleaned the next morning the cleaners failed to change my sheets ,0
 You could hear most things in the adjacent bedrooms and because there were no net curtains or light blinds and my window was facing the internal lightwell if I opened my curtains I could see straight into the bedroom opposite ,0
 No window in the room ,0
 I didn t like the very small window in the attic room made me feel a bit claustrophobic Would have been nice to have a small bedside light for reading ,0
 Top floor was really warm had windows open the entire stay even though it was 10 degrees outside ,0
 even though we were told we had been upgraded the room was quite small ,0
 No control for heating small wardrobe space and nowhere to hang coats The room was very big though so not much of a problem ,0
 The bathroom was very small and had no actual shower cubicle or tray just a shower curtain and a drain It worked well enough but the addition of a shower tray would have made it much more pleasant to use ,0
 The staff on arrival weren t clear in fact one told me my booking wasn t with them and I was at the wrong hotel Also at the time of booking i d been informed the room was paid when in fact it had only been reserved the staff were quite rude handling this situation When I got to my room I called for room service as I was shattered I was told by a member of staff that I couldn t order anything as the kitchen was closed she was rude in the manner in which she said this and this ultimately left me feeling frustrated I went out to grab something and used a plate within the room there was a can opener on top of the plate which was encased in food or remains of something this made me feel sick Someone had obviously not checked the cleanliness of this area in some time Great location staff could do with customer service training I would never stay there again ,0
 Standards rooms are small but price is low for central London Club rooms are decent size ,0
 The room was a little cramped but somewhat expected for London ,0
 bathroom a little small,0
 Maybe the staff could have introduced themselves by name on check in the create a more personalised check in,0
 The room was a little bit warm There was a fan in the room but it didn t make much of a difference ,0
 The room was too small we paid for a delux double but it was tiny the aircon system is also too noisy ,0
 Their idea of separate beds was two mattresses 3 cm apart from each other with no possibility to move them The feedback form in the room was for some other hotel chain ,0
 The maid service was a little hit and miss glasses not cleaned replaced sugar not replaced there was no mobile signal in our room We paid extra for a club room but didn t really see any benefit the room itself was at the back of the hotel with no view apart from a wall and the only upgrades I noticed were 3 pieces of fruit and some rather scratchy robes ,0
 Rooms was dated not particularly clean and with a very noisy air conditioning unit in the room when opening the windows because we were near the restaurant we had more noise from those units Poor considering this was a deluxe room needed a complete refurbishment,0
 Rooms were much smaller than I thought Thought it was a 4star hotel and did not seem like it Good thing i got a good price from booking com ,0
 Couldnt fault it ,0
 The power in the room didn t work unless you gave the slot on the wall a bang The shower screen was half broken so a lot of water went all over the floor,0
 Air con didn t want to work and room was freezing We had a little heaters but it took hours by the time room was nice and warm ,0
 We had a deluxe double room that on initial entry was dirty and in a poor state desk was broken and the TV didn t work properly Not what I expected for a 4 star ,0
 Room very small but only stayed one night not a big problem,0
 Checking the fridge for food and drink left behind would have been good A little more milk in the room would have been nice We weren t really there longer enough to request more ,0
 However I did not like how I went into the first room and the ceiling was all opened and I went to reception and instead of doing a room move straight away they doubted my word had to check first and then they moved me plus they knew it was a special occasion so they could be more careful with how they do things,0
 The location wasn t the best for where we were going but nice to be away from the centre,0
 Slight mix up and had to go tongue sister hotel then the sent me back to the original as there was a problem with the original room Room was stated as delux but was quite small,0
 Check in wasn t available when we arrived at 10am However it wasn t really a big issue as we could leave our cases until we came back ,0
 I ll start off with the location was good for what we needed But It was freezing cold in the room all night I had to call to ask for extra blankets at 4am felt like I was camping outside Had to call twice and wait 25minutes to get an extra blanket The room was an ok size but didn t expect our seperate beds to be together There was one plug outlet for the room as well which was frustrating The throw blanket on the bed was torn and stained as well so that wasn t very nice Noise coming from upstairs and next door We only needed it for the night so I guess it did what I needed to do but I probably wouldn t stay there again ,0
 No phone signal in my room A bit small room even it s compact double room,0
 1 In this day age the fridge should be a standard however it was not as apparently only available in Club Rooms 2 No slippers or bathrobes either though they did provide the former on request after a little coercion 3 Lat time I had booked a Club Room but it didn t have a proper shower area hence I chose the Deluxe Double this time by checking the bathroom pics beforehand However strangely this had some other items missing like the fridge bathrobes I just don t get it how does it all balance out ,0
 The room smelled of old cigars and the air conditioner blew cold and toxic air you over charged me for breakfast I was one person and was charged for two people,0
 Furniture in club room very tired worn Shower curtain fabric don t like this sorry and shower room very small Tiles of wet room floor cracked too Booked a double room enquired to see if I could change to twin but could only offer same bed base with 2 single mattresses so declined that When checking in was given twin room even though had asked for double to remain Central reservations not easy to deal with on this ,0
 This is not a 4 star hotel in my opinion decor is worn out in places toilets in the main enterance for example where wood was exposed on the skirting breakfast although very nice was too pricy 14 99 Room small they call it boutique but really it is just small The room we had had an enterance hall which was good for storing buggy ect but given that it was a room for a family with a baby access was on the first floor via a lift then we had to go down a flight of stairs to get to the door to our room No bt sport in room or bar so unable to watch a big champions leaugue match surely a 4 star hotel can afford to provide this for guests ,0
 Air conditioning left room cool even when set to 25 degrees Thin walls could hear man next door snooring,0
 we were on the very top floor when we got into the hotel room it was uncomfortable hot we had to phone down late at night and ask them to turn it down as we couldn t sleep had both windows wide open and the air con on The matress was uncomfortable it was rock solid we didn t get a full night sleep as we were too hot and very uncomfortable The second night in we were up watching TV and the electrics blew we had to phone down and get them to come and sort it which was very irritating afterwards the light over the shower did not work So overall not a good stay we would look elsewhere next time which is such a shame because it was such a lovely hotel and the staff were great ,0
 Be aware that the sister hotel is just along the same road displaying a large Park Grand sign outside The staff are used to directing new guests to the correct hotel ,0
 There was a humming sound in the room in the nights and it was really small They start vid some reparing on out floor early in the mornings strong smell from spraypaint The toiletdoor is right by the bed Rood staff in the reception both checking in and out ,0
 I didn t like the noise came when you switched the heating on at a certain temperature I didn t like not having much off a view from window looking on to other rooms,0
 Air condition was noisy Pillows were lumpy I changed the room twice but as You were full I had to have the first room anyway The second room was cold and the shower room floor icy ,0
 Stayed in room 309 Club Room damp carpet by shower room noisy plumbing and a strange smell ,0
 The cupboard where the hairdryer was didn t open all the way around making the mirror on the inside impossible to use unless you leant across the table Not a big problem just poor design ,0
 TV could have been a little bigger,0
 Breakfast hall was located in basement restaurant so bit akward to find initially,0
 room was cold the heating was not efficient despite setting the temperature to 32C room was dark only small windows overlooking a wall 2m away internet was slow not enough for Skype call ,0
 I booked a double room but it turned out to be 2 single beds pushed together We found it very uncomfortable Also the beds had seperate single bed sheets on them so no effort was made to even make it appear like a double bed double sheets at least would have been a start Breakfast instead of new unpealed potatoes chips would be better The sausages were undercooked and the beans were cheap I WAS REALLY DISSAPOINTED when we returned back from breakfast we noticed that someone had came into our room and stolen a mars bar that was on the bedside cabinet It made it worse by the fact it was a double mars bar so someone had torn it open and taken half then just left the other half in the torn wrapper and left it on the table I reported this incident to the duty manager she said she would look into it I really do not expect this kind of thing to happen especially in a reputable place like this It s not the item itself that i m concerned about but it s rather the value of principle ,0
 I can t say anything bad ,0
 Rooms are very small Not a lot of space even in the deluxe Double mirror is far from Plug so Could not Straighten my hair Shower door did not close properly Too expensive,0
 The room was quite small and the view was quite bad but okay as we only stayed for a night,0
 To all weary travellers I booked a four night stay at The Park Grand hotel in London Paddington Having just arrived from a long journey and I checked into my room and went straight to bed Not long after drifting off to the land of nod I awoke to a burning sensation severe itchiness to my upper torso neck hands and arms Upon further inspection I soon discovered the bed was riddled with bedbugs and these free loaders I counted in the double digits After contacting reception I was greeted by the hotel manager and an assistant to assess the extent of the infestation By this time my bites had swollen to a collection of bright red bump The manager and equally his assistant were shocked at the state of the bed and they moved me to the room down the hallway The following morning I spoke to another manager to request a full refund for the previous night as well as requested relocation to a lower floor just in case my new friends decided to pay me another visit The manager advised me that a full refund was not practical and that the best they could do for me at the time was to give a 20 discount on the room which I did not accept for the previous evening and wash my clothes to prevent any stowaways At one point throughout the discussion the manager even intimated that I may be responsible for the infestation and that he would investigate the situation adding insult to injury This certainly did put me at ease and I did not feel like a valued customer Instead of giving the hotel the benefit of the doubt and continuing my stay I requested that my room be cancelled and to refund the remaining nights As anticipated I was told that I should give 24 hours notice in order to cancel so I had to stay one more night before leaving to a neighbouring hotel I short the attitude of the hotel was woeful and the manner in which they dealt with their customers albeit the general staff was pleasant and helpful ,0
 Everything was suburb I would consider myself a regular at the hotel and every time I go it is always great service,0
 The gym was good but I would have appreciated a yoga mat pilates ball and some more weights,0
 Bathroom was teeny tiny but very functional clean so not really a didn t like more an observation,0
 Poor Wi Fi connection We missed a cosy lounge There was no where to hang our winter coats in the room Bathroom had not enough room for our toiletries and no toilet brush For a Dane the bread at breakfast was not satisfactory only white and dry ,0
 the bathroom was a mess 4 star hotel with no shower cabine just a shower head and curtain that if you were not carefull flooded the whole room also our room was in the basement ,0
 Smallest room I ve seen in a long time I booked a double deluxe room and it appeared to be one of the smallest rooms looking at the fire escape floor plan Far from impressed ,0
 Our room was in some sort of basement therefore the view was rather disappointing The window showed some kind of patio where the hotel staff walked through to get to the other rooms We had to keep the curtains closed for privacy this was not a really big issue ,0
 So called deluxe double room is claustrophobic It is overpriced but what isn t in London In addition on the web site breakfast was included in reality it s not ,0
 I was very dissapointed with this property our daughter booked and paid for this as a birthday present we had hassle checking in the receptionist wanted a copy of the card for security as this wasnt our card we didnt have it we offered our own card to use and they wanted to refund our daughters card which would take 10 days and take the money for the room from us there was no reason to do this and was a bad start to our trip Also the pictures are very misleading the rooms were tiny I wouldnt return here but would definitely return to the area,0
 Rooms are much smaller than they look in website Booked a double room for a couple up on check in into room found only one set of things in the room one towel one coffee cup etc Two calls to reception with 20 min wait to get things sorted ,0
 A bath in the suite is the only thing that would have made it better The hotel was further from Paddington than we d expected,0
 Unfortunately the room was too hot to sleep and the air conditioning could not cope with the heat ,0
 There are two of the same franchise in the same street so watch out for that this is the one at the corner of Queens Gardens,0
 Room too small with tiniest bathroom Very lengthy check in procedure which involved taking photocopies of my id and credit card For security and other reasons I was not happy about this and it doesn t happen at other hotels ,0
 Bit strange being asked for photo ID to check in I hadn t seen that when booking and just by luck I had my driving licence with me ,0
 Room very nice but unfortunately the bed was quite dirty I know this is not the standard of this hotel but I had this unpleasant surprise on my last staying I m sure it won t happen again ,0
 No milk in room and called to say late check in and told at check in that my booking was about to be cancelled if any later ,0
 Breakfast was poor and uninspiring with limited selection wouldn t bother with it next time Also more expensive to buy it on booking com than at the hotel,0
 The only down side to the hotel is the beds and pillows First the pillows are like bricks I recommend taking your own pillow if you have to you wake up with sore red ears off them Also the beds are not too comfy could be better I didn t want to think what our room would of been like without the free upgrade But overall for the price I paid which was 153 it wasn t bad as that included breakfast for 2 You can pay a lot more in London for the same service ,0
 This particular hotel has a chain of 3 buildings all in close proximity to each so was not sure if hotel we stayed in was one advertised Also room given to us was on ground floor and curtains covered what was the old main entrance to building no double glazing so extremely noisey,0
 There was no hot water in the hotel so they moved us to another sister hotel down the road This hotel had tiny rooms noisy setup itchy sheets and in the middle of night a couple walked in on me as the reception gave them a key to my room Didn t sleep well Will not stay again,0
 second time i ve visited this hotel First time my husband and i were bumped This time when told they were moving me i stood my ground and insisted they gave me the room i d booked Don t trust them no consideration for woman travelling alone You can imagine my shook and horror as 2 gentlemen came to check in next to me and were given rooms without hesitation or treat o f being moved My checking in experience was so upsetting i did not bother asking for help when my rooms heating wasn t working So I froze all night didn t sleep and felt totally upset when asked on checking out if i d had a good stay i said no and explained why Oh sorry to hear that Bye was the response i recieved from the polite but obviously not empowered reception staff Beware of the dubious checking in policy ,0
 Disappointed that the front desk could not accept a franked letter for posting One front desk person sent me to post box at Paddington while the next day I was directed to a post box just down the street A seemingly insignificant thing but not when one is a visitor to a foreign land ,0
 We booked this through a third party booking Com Previously to that I had spoken to reservations of shatsbury hotels which indicated to me you have made a perfect choice for the location and purpose of your special occasion surprise to your partners birthday They also stated this is a wonderful boutique hotel and which would meet your needs for this occasion The lady also stated you can book through our selves or the third party If you decided you wish to book through us you will be offered breakfast included in the price How ever I decided to book through third part as the price was a better rate for our selves I had been in contact with the hotel manager and discussed possible arrangements and touches for my partners surprise On arrival all seemed okay had a coffee in bar why waiting for room to be handed over When entering the junior suite room I was astounded in how poor quality and damage of furnishings also dust and extremely cold as well as the cold feel to the room I unfortunately broke down to my partner and had to apologise I had been let down We then went down to reception and spoke with the manager Sophia and explained our concerns of the room Sophia said I can show you another room but it will be smaller and same quality as we re currently going a new refurbishment as of last week I explained I wish I had been told this before How ever Sophia said I will get you moved to the hotel you stayed at before which is Kensington park grande She spoke to reservations to find out and sort out Thinking everything was under full control sadly it turned in to a disaster of a night mare I then took things in to my control by phoning reservations cut the long story short 2 hrs later still got know where really and by now my partner is currently not good health due to waiting for brain surgery has now got stressed and feeling dizzy and sick We went down to reception and finally the gm Natish took us in to club lounge and spoke to us ,0
 The air conditioner seems not to work because although I adjust it to 32 degrees but actually I felt less than 20 degrees and it was cold during night Also I booked for a double bed but initially it was 2 single beds next to each other Once I asked for a double bed they just put something like mattress protector to cover the gap between the 2 single mattresses ,0
 I was dissatisfied with the fact that the shower floor was not sectioned off from the main bathroom floor There was no difference between the shower floor and bathroom floor so to speak ,0
 Poor room service staff reception should be much more pleasant disappointed of their welcome guys try to smile even if the client can t speak english well Room service worst one ever Changing bed and putting same dirty pillows Come on that s not a good service for london,0
 This hotel is supposed to be a 4 accommodation However given our experience it can be said it s no more than 2 We booked a deluxe twin room with 2 twin beds When we arrived there we got a twin room with one bed We told the front desk about this They reacted very customer unfriendly and told us there was no such thing like a twin room with two twin beds They also said that this was not their responsibility and that we should have booked from their own site and not with booking com because the information on their own site is supposedly correct We were very upset about their reaction and wanted to cancel the booking but the booking was already paid for and they said that we were free to go but they would not give our money back First they offered us to look for a room type we wanted in one of their other Park hotels When we asked them to do this they took a step back and said that they would charge us extra for this So we had to accept the room anyhow They also said that they were fully booked and there was no other room available however on every online hotel site there was the possibility to book an room on the same day More interestingly we made the booking in Euros and were charged more than 20 Euros more than our initial booking without any explanation When we were settled in the room it seemed to us the room was very cold and that the heater did not work The heater was blowing cold air even that we set it on maximum heat temperature Remarkably we discovered an electrical heating unit in the closet When we called the reception that the heater did not work they first said it was working OK and that we would have to wait to heat up That did not happen the room was only getting colder because the blower just blew cold air Mid januari in London that is not nice We called again and finally somebody came and said there was indeed a malfunction However they told us not being able to repair it until next day ,0
 Poor level of cleanliness in my room particularly around the bed and in the frame area of the bed Cooked breakfast was also half cold and not very good ,0
 When we got there they told us no room left and try to send us to another unknown hotel and also asking pay first Even tho we book one week ago there s no advance notice or apology explaination I basically stood next to the front desk and watch people check out so eventually got a room With tinny window and on the grand floor hearing people walk passing by ,0
 We were told at 9pm to keep quiet which was annoying as it was still early and then we got told we could use the club lounge and two minutes later got asked to go back to our room it was just annoying but I wouldn t say it s a place to go with a group of friends if you are planning a night out as it didn t suit us even when being quiet ,0
 Room bed was a bit worn and windows allowed some street noise in so sleeping in was not really an option,0
 N A,0
 It would have been useful to have more plug sockets in the room to charge phones etc ,0
 The size of the room was very small No cupboard to put away clothing etc There wasn t any dressing table not enough room in the bathroom to display any toiletries ,0
 Curtains as mentioned above ,0
 For the first timers the location would be confusing as there were many hotels in the same name of Park Grand in around the same location Its hard to find your way back by walking if you forget the landmarks The Bathroom is very small congested ,0
 I didnt had a bad experience,0
 Very bad and small rooms Payment sistem in hotel didn t accept visa electron card But before that when I booked room they accept ,0
 Noise from everywhere in the hotel even uf someone walk un the upper floor or flush water in toilet breakfas is not good they gave us differen building becouse we whete told there is no water in the hotel well not stat again,0
 Extra charge of 45 on leaving as they made a mistake when giving me price for room and breakfast a nice way to make extra money Noisy water pipes no ear plugs at hotel reception,0
 Air con was very noisy in the night even when switched off Could hear tv in the room next door,0
 Very compact room Dark decor made room appear smaller Location of hair dryer strange ,0
 There was a double and single bed in our room for 3 adults There were no rooms with three single beds so two of my friends had to share which was uncomfortable for them ,0
 The room was uncomfortably small When showering the water came through the bathroom door and got the carpet wet causing a bad smell,0
 Air conditioning wasn t great Where the hairdryer was situated in our room was convenient for the mirror You had to perch at the top of the bed to dry your hair as you couldn t detach the hairdryer to move it to a more convenient plug The mirror pulled out an angle to the bed The mattress was 2 smaller ones pushed together and this meant there was more bed stead than mattress and you found yourself walking into the sides of the bed all the time The shower door only opened half way which meant you had to manoeuvre between that and the towel rail on the right hand side which didn t leave much room Whilst the style of the room was very nice the dark wood was very dark Didn t like the fact I had to hand over photo ID and the Receptionist was unable to answer why when I asked only that it was hotel policy which is fine but why She took my credit card to confirm I was the one that made the booking my partner wasn t asked to show any ID and what if I didn t have ID would I not be allowed to check in despite me having pre paid the room Not happy about this information being available hence why I requested the copy back on departure Small Bar facilities at the hotel with very limited choice of draught beverages ,0
 At first the room that was given to us was not the luxury double that was booked It was a very small room But the staff kindly moved us into a bigger room and apologised for the inconvenience ,0
 The second room for our family was not as close as we would have liked despite requesting rooms together Staff were perfunctory and showed no interest whatsoever in us or in enhancing our stay in London When asked to call a taxi they arranged an Uber car and the driver did not know how to get to the destination a tube station so my husband had to use his own phone to navigate Expensive for what we got ,0
 My partner dropped a new earring in the bathroom sink and it could apparently not be retrieved without a plumber This would have cost us more than it was worth so it stayed in the u bend I believe it could have been accessed without much difficulty using a Phillips screwdriver but who carries one ,0
 The staff wasn t friendly when I was checking in She didn t even smile After that someone else was given the same room as us after we checked in Then we cannot get into our room with the key ,0
 The fact that we were transfered to another building 5 minutes away because of maintenance issues The room and bathroom are very small in size The shower box is literally the size of a single cupboard ,0
 The evening receptionist Desmond on the night of the 8th to the 9th of December handled a situation very badly when his colleagues earlier on in the day had given us permission to use the lounge room until pick up by shuttle to the airport at 4am he came to inform us that we could not stay in the hotel unless we book a room He apologized after upsetting us but it was a bit too late ,0
